biden_approval,vote2016,vote2020,gss_trust,gss_bible,gss_spanking,social_none,social_fb,social_twitter,social_instagram,social_tiktok,social_pinterest,gender,race,education,income,urban_rural,state,age,region,voted2016,voted2020,race_white,college,noncollege_white
Neither approve nor disapprove,Donald Trump,Donald Trump,Can't be too careful,Inspired word,Don't know,False,True,False,False,True,False,Male,White or Caucasian,Graduated from college,"Between $75,000 and $99,999",Suburban,Utah,25-44,Mountains,True,True,True,True,False
Disapprove,Donald Trump,Donald Trump,Can't be too careful,Book of fables,Agree,False,True,False,True,False,False,Male,Other,Graduated from high school,"Under $15,000",Suburban,New York,25-44,Northeast,True,True,False,False,False
Somewhat disapprove,Did not vote,Donald Trump,Can't be too careful,Book of fables,Somewhat agree,False,True,False,True,False,False,Female,White or Caucasian,"Some college, no degree","Between $50,000 and $74,999",Urban,New York,18-24,Northeast,False,True,True,True,False
Strongly disapprove,Did not vote,Donald Trump,Can trust,Word of God,Agree,False,True,True,True,False,True,Male,Asian or Asian American,"Some college, no degree","Under $15,000",Urban,Washington,18-24,Pacific,False,True,False,True,False
Approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Disagree,False,True,False,True,True,False,Female,White or Caucasian,Completed graduate school,"Between $100,000 and $150,000",Suburban,Nebraska,25-44,Mountains,True,True,True,True,False
Somewhat approve,Did not vote,Did not vote,Can't be too careful,Book of fables,Somewhat agree,False,True,True,True,False,False,Male,Black or African American,Graduated from college,"Between $15,000 and $49,999",Suburban,Hawaii,25-44,Pacific,False,False,False,True,False
Approve,Other,Joe Biden,Can trust,Book of fables,Don't know,True,False,False,False,False,False,Male,White or Caucasian,Graduated from college,"Between $75,000 and $99,999",Rural,Texas,25-44,South,True,True,True,True,False
Approve,Did not vote,Joe Biden,Can trust,Inspired word,Disagree,False,True,True,True,True,False,Female,Asian or Asian American,Graduated from college,"Between $100,000 and $150,000",Suburban,California,18-24,Pacific,False,True,False,True,False
Strongly approve,Hillary Clinton,Joe Biden,Can trust,Word of God,Somewhat agree,False,False,False,True,False,False,Male,Black or African American,Graduated from college,"Between $75,000 and $99,999",Suburban,Florida,25-44,Southeast,True,True,False,True,False
Somewhat approve,Hillary Clinton,Joe Biden,Don’t know,Book of fables,Disagree,False,True,True,True,True,False,Female,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Rural,New Jersey,25-44,Northeast,True,True,True,True,False
Neither approve nor disapprove,Did not vote,Joe Biden,Can't be too careful,Book of fables,Disagree,False,False,False,False,False,True,Female,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Urban,Nevada,18-24,Southwest,False,True,True,True,False
Approve,Did not vote,Did not vote,Can trust,Inspired word,Somewhat agree,False,True,True,True,False,False,Male,Asian or Asian American,Graduated from college,"Between $75,000 and $99,999",Suburban,Washington,25-44,Pacific,False,False,False,True,False
Disapprove,Hillary Clinton,Other,Can trust,Book of fables,Disagree,False,True,True,True,False,False,Female,White or Caucasian,Completed graduate school,"Under $15,000",Suburban,Washington,45-64,Pacific,True,True,True,True,False
Somewhat disapprove,Did not vote,Joe Biden,Can't be too careful,Book of fables,Agree,False,False,True,True,True,False,Male,Asian or Asian American,"Some college, no degree","Under $15,000",Urban,Texas,18-24,South,False,True,False,True,False
Approve,Other,Joe Biden,Can't be too careful,Book of fables,Somewhat disagree,False,True,True,True,False,False,Male,White or Caucasian,Graduated from high school,"Between $100,000 and $150,000",Urban,Massachusetts,25-44,Northeast,True,True,True,False,True
Approve,Did not vote,Joe Biden,Don’t know,Book of fables,Disagree,True,False,False,False,False,False,Male,Asian or Asian American,Completed graduate school,"Between $75,000 and $99,999",Urban,Ohio,25-44,Midwest,False,True,False,True,False
Somewhat approve,Hillary Clinton,Joe Biden,Don’t know,Book of fables,Don't know,False,True,True,False,False,True,Female,Asian or Asian American,"Some college, no degree","Under $15,000",Suburban,California,25-44,Pacific,True,True,False,True,False
Approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Agree,False,False,True,True,True,False,Female,Hispanic or Latino,Graduated from college,"Between $15,000 and $49,999",Urban,Texas,25-44,South,True,True,False,True,False
Approve,Did not vote,Did not vote,Can't be too careful,Book of fables,Somewhat agree,False,True,True,True,False,False,Female,Black or African American,Graduated from high school,"Between $15,000 and $49,999",Rural,South Carolina,18-24,Southeast,False,False,False,False,False
Approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Disagree,False,False,True,True,True,False,Female,White or Caucasian,"Some college, no degree","Under $15,000",Suburban,Indiana,18-24,Midwest,False,True,True,True,False
Disapprove,Did not vote,Donald Trump,Can't be too careful,Inspired word,Agree,False,True,True,True,False,False,Male,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Suburban,Florida,25-44,Southeast,False,True,True,True,False
Approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Somewhat disagree,False,True,True,True,False,False,Female,White or Caucasian,Completed graduate school,"Between $50,000 and $74,999",Suburban,North Carolina,25-44,Southeast,True,True,True,True,False
Somewhat approve,Did not vote,Did not vote,Don’t know,Book of fables,Disagree,False,False,False,True,False,False,Male,White or Caucasian,"Some college, no degree","Between $15,000 and $49,999",Urban,California,25-44,Pacific,False,False,True,True,False
Neither approve nor disapprove,Other,Other,Can trust,Inspired word,Disagree,False,True,True,True,False,False,Male,White or Caucasian,Graduated from high school,"Between $50,000 and $74,999",Suburban,New Jersey,25-44,Northeast,True,True,True,False,True
Strongly disapprove,Other,Donald Trump,Can't be too careful,Book of fables,Don't know,False,True,False,True,False,False,Female,White or Caucasian,Less than high school,"Under $15,000",Rural,Montana,18-24,Mountains,True,True,True,False,True
Somewhat approve,Did not vote,Joe Biden,Can trust,Inspired word,Disagree,False,False,True,True,False,False,Female,White or Caucasian,Graduated from high school,"Between $100,000 and $150,000",Suburban,Tennessee,18-24,South,False,True,True,False,True
Strongly disapprove,Donald Trump,Donald Trump,Can trust,Inspired word,Somewhat agree,False,True,False,True,True,False,Male,White or Caucasian,Graduated from college,"Between $75,000 and $99,999",Suburban,Virginia,45-64,South,True,True,True,True,False
Neither approve nor disapprove,Donald Trump,Donald Trump,Can't be too careful,Inspired word,Don't know,False,True,True,True,False,False,Female,Hispanic or Latino,Graduated from college,"Between $15,000 and $49,999",Urban,Florida,25-44,Southeast,True,True,False,True,False
Somewhat approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Disagree,True,False,False,False,False,False,Male,White or Caucasian,"Some college, no degree","Under $15,000",Suburban,Texas,18-24,South,False,True,True,True,False
Strongly disapprove,Hillary Clinton,Did not vote,Don’t know,Book of fables,Disagree,False,False,False,True,False,False,Male,White or Caucasian,"Some college, no degree","Under $15,000",Suburban,Tennessee,25-44,South,True,False,True,True,False
Somewhat approve,Did not vote,Did not vote,Can trust,Book of fables,Disagree,False,False,False,True,False,False,Female,White or Caucasian,Completed graduate school,"Between $15,000 and $49,999",Urban,Pennsylvania,25-44,Midwest,False,False,True,True,False
Approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Disagree,False,True,True,True,False,True,Male,White or Caucasian,Graduated from high school,"Between $15,000 and $49,999",Suburban,Florida,45-64,Southeast,True,True,True,False,True
Neither approve nor disapprove,Did not vote,Did not vote,Can't be too careful,Book of fables,Disagree,True,False,False,False,False,False,Female,White or Caucasian,Completed graduate school,"Over $150,000",Urban,New York,25-44,Northeast,False,False,True,True,False
Somewhat approve,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Agree,True,False,False,False,False,False,Female,Asian or Asian American,Graduated from college,"Under $15,000",Suburban,Washington,45-64,Pacific,True,True,False,True,False
Strongly disapprove,Donald Trump,Donald Trump,Can't be too careful,Book of fables,Don't know,False,False,True,False,False,False,Male,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Rural,Ohio,45-64,Midwest,True,True,True,True,False
Strongly disapprove,Donald Trump,Donald Trump,Can trust,Inspired word,Somewhat disagree,False,True,True,True,False,True,Female,Asian or Asian American,"Some college, no degree","Between $75,000 and $99,999",Urban,Hawaii,45-64,Pacific,True,True,False,True,False
Approve,Did not vote,Did not vote,Can't be too careful,Word of God,Somewhat agree,False,True,True,True,True,False,Female,Black or African American,"Some college, no degree","Between $15,000 and $49,999",Urban,Maryland,25-44,Northeast,False,False,False,True,False
Strongly approve,Did not vote,Did not vote,Can't be too careful,Word of God,Disagree,False,True,True,False,False,False,Female,Black or African American,Completed graduate school,"Between $50,000 and $74,999",Suburban,New York,25-44,Northeast,False,False,False,True,False
Somewhat approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Somewhat agree,False,True,True,False,False,False,Female,Asian or Asian American,Completed graduate school,"Between $15,000 and $49,999",Urban,California,25-44,Pacific,False,True,False,True,False
Strongly approve,Donald Trump,Donald Trump,Can't be too careful,Inspired word,Disagree,True,False,False,False,False,False,Female,White or Caucasian,Graduated from college,"Between $50,000 and $74,999",Suburban,Florida,65+,Southeast,True,True,True,True,False
Neither approve nor disapprove,Other,Other,Can't be too careful,I don’t know,Don't know,False,True,False,False,False,False,Male,Asian or Asian American,Completed graduate school,"Between $15,000 and $49,999",Suburban,Nevada,25-44,Southwest,True,True,False,True,False
Approve,Did not vote,Joe Biden,Can trust,Book of fables,Disagree,False,True,True,True,False,False,Female,Asian or Asian American,Graduated from high school,"Between $15,000 and $49,999",Suburban,Massachusetts,18-24,Northeast,False,True,False,False,False
Strongly approve,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Disagree,False,True,True,False,False,False,Male,White or Caucasian,Graduated from college,"Between $50,000 and $74,999",Urban,Nevada,25-44,Southwest,True,True,True,True,False
Somewhat disapprove,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Agree,False,True,True,True,True,False,Female,Asian or Asian American,Graduated from college,"Between $15,000 and $49,999",Urban,Texas,25-44,South,True,True,False,True,False
Approve,Donald Trump,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,False,False,False,True,Female,White or Caucasian,"Some college, no degree","Between $15,000 and $49,999",Suburban,New Jersey,25-44,Northeast,True,True,True,True,False
Disapprove,Donald Trump,Donald Trump,Can't be too careful,Inspired word,Agree,False,False,False,True,False,False,Male,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Suburban,California,25-44,Pacific,True,True,True,True,False
Strongly approve,Donald Trump,Did not vote,Can't be too careful,Inspired word,Agree,False,True,False,True,True,False,Female,White or Caucasian,Less than high school,"Between $15,000 and $49,999",Suburban,North Carolina,25-44,Southeast,True,False,True,False,True
Strongly approve,Did not vote,Joe Biden,Don’t know,Word of God,Somewhat disagree,False,True,False,True,False,False,Female,Black or African American,Graduated from college,"Between $50,000 and $74,999",Suburban,Virginia,25-44,South,False,True,False,True,False
Somewhat approve,Did not vote,Joe Biden,Can trust,Book of fables,Somewhat agree,False,False,False,True,False,False,Male,White or Caucasian,"Some college, no degree","Under $15,000",Urban,California,18-24,Pacific,False,True,True,True,False
Approve,Did not vote,Did not vote,Can trust,Inspired word,Disagree,True,False,False,False,False,False,Female,White or Caucasian,Graduated from college,"Under $15,000",Urban,Connecticut,65+,Northeast,False,False,True,True,False
Somewhat disapprove,Other,Other,Don’t know,Inspired word,Disagree,False,True,False,True,False,False,Female,White or Caucasian,"Some college, no degree","Between $15,000 and $49,999",Suburban,Pennsylvania,45-64,Midwest,True,True,True,True,False
Somewhat disapprove,Hillary Clinton,Joe Biden,Don’t know,I don’t know,Disagree,False,True,True,False,False,False,Male,Asian or Asian American,Graduated from college,"Under $15,000",Urban,Arizona,18-24,Southwest,True,True,False,True,False
Neither approve nor disapprove,Did not vote,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,False,True,True,True,Female,Asian or Asian American,"Some college, no degree","Under $15,000",Suburban,New Jersey,18-24,Northeast,False,True,False,True,False
Somewhat approve,Did not vote,Joe Biden,Can't be too careful,Inspired word,Somewhat agree,False,True,True,True,False,True,Female,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Urban,Washington,25-44,Pacific,False,True,True,True,False
